,Series Name,Description,Frequency,Start,End
21758,FR165012265.Q,"Nonprofit organizations; residential equipment, current cost basis",Q,12-31-1946,09-30-2014
21759,FR763063003.Q,U.S.-chartered depository institutions; corporate and foreign bonds; asset (Call Report),Q,12-31-1946,09-30-2014
21760,FU283091893.Q,International banking facilities of foreign banking offices in U.S.; interbank transactions due from domestic and foreign affiliates; asset,Q,12-31-1946,09-30-2014
21761,FU103076003.A,"Nonfinancial corporate business; insurance receivables due from property-casualty insurance companies, excluding corporate farms; asset",A,12-31-1946,12-31-2013
21762,FU753065183.Q,Foreign banking offices in the U.S.; construction loans on one-to-four family homes; asset,Q,12-31-1946,09-30-2014
21763,FR263030323.A,Rest of the world; long-term negotiable certificates of deposit; asset,A,12-31-1946,12-31-2013
21764,FR653063003.Q,Mutual funds; corporate and foreign bonds and syndicated loans; asset,Q,12-31-1946,09-30-2014
21765,FU665035003.Q,Security brokers and dealers; real estate ,Q,12-31-1946,09-30-2014
21766,FU103164113.A,Nonfinancial corporate business; public corporate equities; liability (equal to total before 1996q4),A,12-31-1946,12-31-2013
21767,FR263064003.Q,"Rest of the world; U.S. corporate equities, mutual fund shares, and money market fund shares; asset",Q,12-31-1946,09-30-2014
21768,FR263111523.A,"Rest of the world; other U.S. reserve assets, securities; liability ",A,12-31-1946,12-31-2013
21769,FU263061145.A,Rest of the world; Treasury securities held by private foreigners; asset,A,12-31-1946,12-31-2013
21770,FU413065133.Q,Agency-and GSE-backed mortgage pools; home mortgages held in a Federal Farmers Home Administration (FmHA) pool; asset,Q,12-31-1946,09-30-2014
21771,FU763065143.A,U.S.-chartered depository institutions; securitized 1-4 family residential loans; asset (Call Report; consolidated),A,12-31-1946,12-31-2013
21772,FU105013053.Q,"Nonfinancial corporate business; gross fixed investment, nonresidential entertainment, literary, and artistic originals",Q,12-31-1946,09-30-2014
21773,FR263169905.A,Rest of the world; commercial paper and other loans and advances; liability,A,12-31-1946,12-31-2013
21774,FL313065133.Q,Federal government; home mortgages held by FHA; asset,Q,12-31-1945,09-30-2014
21775,FL313161763.A,Federal government; loan participation certificates excluding commodity credit corporation certificates of interest; liability,A,12-31-1945,12-31-2013
21776,FL313161785.Q,Federal government; loan participation certificates; liability,Q,12-31-1945,09-30-2014
21777,FL343061113.A,Federal government retirement funds; Treasury securities held by Thrift Savings Plan F Fund; asset,A,12-31-1945,12-31-2013
21778,FU166330053.A,"Nonprofit organizations; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2013
21779,FU106320063.Q,"Nonfinancial corporate business (including REITs); consumption of fixed capital, residential structures, current cost basis",Q,12-31-1946,09-30-2014
21780,FU666330053.A,"Security brokers and dealers; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2013
21781,FU516310005.Q,Property-casualty insurance companies; capital consumption adjustment (CCAdj),Q,12-31-1946,09-30-2014
21782,FU106320065.Q,"Nonfinancial corporate business; consumption of fixed capital, residential structures, current cost basis",Q,12-31-1946,09-30-2014
21783,FU263061130.Q,Rest of the world; Treasury securities held by foreign official institutions; asset,Q,12-31-1946,09-30-2014
21784,FU407005065.A,Government-sponsored enterprises; sector discrepancy of FICO,A,12-31-1946,12-31-2013
21785,FU666330033.Q,"Security brokers and dealers; consumption of fixed capital, nonresidential software, current cost basis",Q,12-31-1946,09-30-2014
21786,FU763064005.A,U.S.-chartered depository institutions; corporate equities and mutual fund shares; asset,A,12-31-1946,12-31-2013
21787,FU173061105.A,Personal sector; Treasury securities; asset,A,12-31-1946,12-31-2013
21788,FR663192013.A,Security brokers and dealers; noncorporate foreign direct investment in U.S.; liability,A,12-31-1946,12-31-2013
21789,FU263061160.Q,Rest of the world; Treasury bills and certificates held by foreign official institutions; asset,Q,12-31-1946,09-30-2014
21790,FU673061005.A,Issuers of asset-backed securities; total U.S. government securities; asset,A,12-31-1946,12-31-2013
21791,FU763065143.Q,U.S.-chartered depository institutions; securitized 1-4 family residential loans; asset (Call Report; consolidated),Q,12-31-1946,09-30-2014
21792,FL753068485.Q,"Foreign banking offices in the U.S., including IBFs; depository institution loans n.e.c. to foreigners other than foreign official institutions and foreign banks; asset",Q,12-31-1945,09-30-2014
21793,FL753130103.A,Foreign banking offices in the U.S.; total nontransaction deposits; liability,A,12-31-1945,12-31-2013
21794,FL754035005.A,Foreign banking offices in the U.S.; total loans; asset,A,12-31-1945,12-31-2013
21795,FU545013123.Q,"Life insurance companies; furniture and equipment, book value",Q,12-31-1946,09-30-2014
21796,FR716330033.Q,"Monetary authority; consumption of fixed capital, nonresidential software, current cost basis",Q,03-31-1947,09-30-1951
21797,FR663163503.A,Security brokers and dealers; corporate and foreign bonds issued by investment banks; liability,A,12-31-1946,12-31-2013
21798,FU106330033.Q,"Nonfinancial corporate business; consumption of fixed capital, nonresidential software, current cost basis",Q,12-31-1946,09-30-2014
21799,FU284090005.A,International banking facilities of foreign banking offices in U.S.; total financial assets ,A,12-31-1946,12-31-2013
21800,FU673065403.Q,"Issuers of asset-backed securities; multifamily residential mortgages, including REIT securitized multifamily residential mortgages; asset",Q,12-31-1946,09-30-2014
21801,FU403069113.A,Government-sponsored enterprises; commercial paper held by Fannie Mae (includes all GSEs before 2000:Q4); asset,A,12-31-1946,12-31-2013
21802,FR263061723.A,Rest of the world; long-term agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2013
21803,FU666330043.A,"Security brokers and dealers; consumption of fixed capital, nonresidential research and development, current cost basis",A,12-31-1946,12-31-2013
21804,FU666330063.A,"Security brokers and dealers; consumption of fixed capital, nonresidential structures, current cost basis",A,12-31-1946,12-31-2013
21805,FL313161773.A,Federal government; commodity credit corporation certificates of interest; liability,A,12-31-1945,12-31-2013
21806,FL362010095.Q,General government (consolidated); nonfinancial assets (IMA),Q,12-31-1945,09-30-2014
21807,FL403020033.A,Government-sponsored enterprises; checkable deposits and currency held by FHLB; asset,A,12-31-1945,12-31-2013
21808,FL403030033.A,Government-sponsored enterprises; total time and savings deposits held by FHLB; asset,A,12-31-1945,12-31-2013
21809,FL403030033.Q,Government-sponsored enterprises; total time and savings deposits held by FHLB; asset,Q,12-31-1945,09-30-2014
21810,FL403062053.Q,Government-sponsored enterprises; municipal securities and loans held by Farmer Mac; asset,Q,12-31-1945,09-30-2014
21811,FL403065025.A,Government-sponsored enterprises; total mortgages held by Freddie Mac; asset,A,12-31-1945,12-31-2013
21812,FL403065160.A,Government-sponsored enterprises; securitized home mortgages held by Fannie Mae; asset,A,12-31-1945,12-31-2013
21813,FL403065160.Q,Government-sponsored enterprises; securitized home mortgages held by Fannie Mae; asset,Q,12-31-1945,09-30-2014
21814,FL403093063.Q,Government-sponsored enterprises; unidentified miscellaneous assets held by FICO,Q,12-31-1945,09-30-2014
21815,FL403193045.A,Government-sponsored enterprises; unidentified miscellaneous liabilities of Farm Credit System,A,12-31-1945,12-31-2013
21816,FL404004035.A,Government-sponsored enterprises; credit market instruments held by FHLB; asset,A,12-31-1945,12-31-2013
21817,FL404004035.Q,Government-sponsored enterprises; credit market instruments held by FHLB; asset,Q,12-31-1945,09-30-2014
21818,FL404141005.A,Government-sponsored enterprises; short-term loans including repurchase agreements; liability,A,12-31-1945,12-31-2013
21819,FL363154005.Q,General government (consolidated); life insurance reserves and pension entitlements; liability,Q,12-31-1945,09-30-2014
21820,FL403020043.Q,Government-sponsored enterprises; checkable deposits and currency held by Farm Credit System; asset,Q,12-31-1945,09-30-2014
21821,FL403061143.A,Government-sponsored enterprises; Treasury securities held by Farm Credit System; asset,A,12-31-1945,12-31-2013
21822,FL403062023.A,Government-sponsored enterprises; municipal securities and loans held by Freddie Mac; asset,A,12-31-1945,12-31-2013
21823,FL403062033.A,Government-sponsored enterprises; municipal securities and loans held by FHLB; asset,A,12-31-1945,12-31-2013
21824,FL403062085.Q,Government-sponsored enterprises; Sallie Mae public academic facilities financing and warehousing advances; asset,Q,12-31-1945,09-30-2014
21825,FL403065035.Q,Government-sponsored enterprises; total mortgages held by FHLB; asset,Q,12-31-1945,09-30-2014
21826,FL403065473.A,Government-sponsored enterprises; securitized multifamily residential mortgages held by Freddie Mac; asset,A,12-31-1945,12-31-2013
21827,FL403093043.A,Government-sponsored enterprises; unidentified miscellaneous assets held by Farm Credit System,A,12-31-1945,12-31-2013
21828,FL403093053.A,Government-sponsored enterprises; unidentified miscellaneous assets held by Farmer Mac,A,12-31-1945,12-31-2013
21829,FL403093083.Q,Government-sponsored enterprises; unidentified miscellaneous assets held by Sallie Mae,Q,12-31-1945,09-30-2014
21830,FL403193055.Q,Government-sponsored enterprises; unidentified miscellaneous liabilities of Farmer Mac,Q,12-31-1945,09-30-2014
21831,FL404090015.A,Government-sponsored enterprises; total financial assets held by Fannie Mae (includes all GSEs before 2000:Q4),A,12-31-1945,12-31-2013
21832,FR663070663.A,Security brokers and dealers; receivables due from other brokers and dealers and clearing organizations; asset,A,12-31-1946,12-31-2013
21833,FU106330025.Q,"Nonfinancial corporate business; consumption of fixed capital, nonresidential equipment, current cost basis",Q,12-31-1946,09-30-2014
21834,FU284016203.A,International banking facilities of foreign banking offices in U.S.; deposits at foreign banks; asset,A,12-31-1946,12-31-2013
21835,FU673065500.Q,"Issuers of asset-backed securities; commercial mortgages, including REIT securitized commercial mortgages; asset",Q,12-31-1946,09-30-2014
21836,FU516330023.Q,"Property-casualty insurance companies; consumption of fixed capital, nonresidential equipment, current cost basis",Q,12-31-1946,09-30-2014
21837,FR263192001.A,Rest of the world; U.S. direct investment abroad; liability (current cost),A,12-31-1946,12-31-2013
21838,FL413065110.A,Agency-and GSE-backed mortgage pools; home mortgages held in a GNMA pool; asset,A,12-31-1945,12-31-2013
21839,FL413065120.A,Agency-and GSE-backed mortgage pools; home mortgages held in a Freddie Mac pool; asset,A,12-31-1945,12-31-2013
21840,FL413065140.Q,Agency-and GSE-backed mortgage pools; home mortgages held in a Fannie Mae pool; asset,Q,12-31-1945,09-30-2014
21841,FL413065413.Q,Agency-and GSE-backed mortgage pools; multifamily residential mortgages held in a GNMA pool; asset,Q,12-31-1945,09-30-2014
21842,FL473020005.Q,Credit unions; checkable deposits and currency; asset,Q,12-31-1945,09-30-2014
21843,FL473061905.A,Credit unions; agency mortgage-backed securities and other asset-backed agency- and GSE-backed securities; asset,A,12-31-1945,12-31-2013
21844,FL474090470.A,Credit unions; total assets (CUNA),A,12-31-1945,12-31-2013
21845,FL475013103.Q,"Credit unions; land and building and other fixed assets, book value",Q,12-31-1945,09-30-2014
21846,FL475013265.Q,"Credit unions; nonresidential equipment, current cost basis",Q,12-31-1945,09-30-2014
21847,FL515013265.Q,"Property-casualty insurance companies; nonresidential equipment, current cost basis",Q,12-31-1945,09-30-2014
21848,FL523092005.A,Insurance companies; U.S. direct investment abroad; asset,A,12-31-1945,12-31-2013
21849,FU705013365.A,"Private depository institutions; nonresidential software, current cost basis",A,12-31-1946,12-31-2013
21850,FU705013465.A,"Private depository institutions; nonresidential research and development, current cost basis",A,12-31-1946,12-31-2013
21851,FL403193065.Q,Government-sponsored enterprises; unidentified miscellaneous liabilities of FICO,Q,12-31-1945,09-30-2014
